,well_id,results,chemical,date,units,qualifer,rl,latitude,longitude,well_type,well_depth_ft,top_of_screen_ft,screen_length_ft,source,source_name,other_names
474119,ESAC-FP-06,0.06,ACETAMPHEN,2006-08-24,UG/L,<,0.06,39.49275,-121.96483333,MUNICIPAL,380.0,0.0,0.0,USGS,ESAC-FP-06,ESAC-FP-06
474171,SF-42,0.005,AG,2011-03-22,UG/L,<,0.005,37.74925,-122.19441667,MUNICIPAL,495.0,324.0,155.0,USGS,SF-42,SF-42
474272,COLORU-05,0.04,ALBUTEROL,2007-10-30,UG/L,<,0.04,34.85038889,-114.61013889,MUNICIPAL,105.0,38.0,44.0,USGS,COLORU-05,COLORU-05
474312,MADCHOWFP-02,0.006,ALACL,2008-05-05,UG/L,<,0.006,37.12708333,-120.24922222,MUNICIPAL,415.0,242.0,173.0,USGS,MADCHOWFP-02,MADCHOWFP-02
474332,S6-MCAW-S09UT,1.0,AG,2016-11-29,UG/L,<,1.0,38.70930556,-120.68113889,MUNICIPAL,0.0,0.0,0.0,USGS,S6-MCAW-S09UT,S6-MCAW-S09UT
474333,S6-MCAW-S09UT,7.7,AL,2016-11-29,UG/L,,3.0,38.70930556,-120.68113889,MUNICIPAL,0.0,0.0,0.0,USGS,S6-MCAW-S09UT,S6-MCAW-S09UT
474334,S8_MOBS_R13,3.0,AL,2018-03-12,UG/L,<,3.0,34.35627778,-117.35519444,MUNICIPAL,60.0,15.0,45.0,USGS,S8_MOBS_R13,S8_MOBS_R13
474383,S-NSF-H15,2.2,AL,2012-06-18,UG/L,<,2.2,38.29944444,-122.82738889,MUNICIPAL,,,,USGS,S-NSF-H15,S-NSF-H15
474456,TRCY-07,0.06,17DIMETHYLX,2005-02-08,UG/L,<,0.06,37.84997222,-121.44577778,MUNICIPAL,83.0,23.0,50.0,USGS,TRCY-07,TRCY-07
474457,TRCY-07,0.04,ALDICARB,2005-02-08,UG/L,<,0.04,37.84997222,-121.44577778,MUNICIPAL,83.0,23.0,50.0,USGS,TRCY-07,TRCY-07
474472,MSMB-17,0.04,ALBUTEROL,2005-08-09,UG/L,<,0.04,36.75547222,-121.74383333,MUNICIPAL,630.0,370.0,240.0,USGS,MSMB-17,MSMB-17
474516,SCRC-B11,0.006,ALACL,2008-06-12,UG/L,<,0.006,34.66081639,-120.44905179999999,MUNICIPAL,200.0,0.0,0.0,USGS,SCRC-B11,SCRC-B11
474531,SCRC-B11,5.0,AG,2018-07-10,UG/L,<,1.0,34.66081639,-120.44905179999999,MUNICIPAL,200.0,0.0,0.0,USGS,SCRC-B11,SCRC-B11
474582,CAMP-ES-01,0.01,AG,2010-09-13,UG/L,<,0.01,39.80433333,-121.58316667,MUNICIPAL,400.0,65.0,335.0,USGS,CAMP-ES-01,CAMP-ES-01
474597,CAMP-ES-13,0.005,AG,2010-10-06,UG/L,<,0.005,39.89436111,-121.74847222,MUNICIPAL,96.0,0.0,0.0,USGS,CAMP-ES-13,CAMP-ES-13
474614,KLAM-08,1.7,AL,2010-11-01,UG/L,<,1.7,41.96863889,-123.74727778,MUNICIPAL,400.0,1.0,199.0,USGS,KLAM-08,KLAM-08
474615,KLAM-08,0.008,ALACL,2010-11-01,UG/L,<,0.008,41.96863889,-123.74727778,MUNICIPAL,400.0,1.0,199.0,USGS,KLAM-08,KLAM-08
474655,HR-SG-33,2.2,AL,2012-01-31,UG/L,<,2.2,34.48872222,-118.32497222,MUNICIPAL,188.0,0.0,0.0,USGS,HR-SG-33,HR-SG-33
474703,S-MS-H20,0.191,AG,2013-04-11,UG/L,,0.005,36.4575,-121.2325,MUNICIPAL,125.0,50.0,75.0,USGS,S-MS-H20,S-MS-H20
474735,S4-TUSK-TLA06,0.02,AG,2015-03-17,UG/L,<,0.02,36.26652778,-119.74563889,MUNICIPAL,180.0,160.0,20.0,USGS,S4-TUSK-TLA06,S4-TUSK-TLA06
474742,TRLK-02,0.2,AG,2006-03-16,UG/L,<,0.2,37.48616667,-120.82172222,MUNICIPAL,272.0,180.0,72.0,USGS,TRLK-02,TRLK-02
474743,TRLK-02,0.04,ALDICARB,2006-03-16,UG/L,<,0.04,37.48616667,-120.82172222,MUNICIPAL,272.0,180.0,72.0,USGS,TRLK-02,TRLK-02
474769,SOSAFP-01,0.06,17DIMETHYLX,2006-06-05,UG/L,<,0.06,35.12627778,-118.43238889,MUNICIPAL,546.0,267.0,279.0,USGS,SOSAFP-01,SOSAFP-01
474770,SOSAFP-01,0.04,ALBUTEROL,2006-06-05,UG/L,<,0.04,35.12627778,-118.43238889,MUNICIPAL,546.0,267.0,279.0,USGS,SOSAFP-01,SOSAFP-01
474788,MERMW-05,0.005,ALACL,2006-04-05,UG/L,<,0.005,37.18544444,-120.39016667,MUNICIPAL,68.0,22.0,46.0,USGS,MERMW-05,MERMW-05
474812,SOSAFP-11,0.2,AG,2006-06-27,UG/L,<,0.2,35.10758333,-118.59172222,MUNICIPAL,300.0,0.0,0.0,USGS,SOSAFP-11,SOSAFP-11
474813,SOSAFP-11,0.04,ALBUTEROL,2006-06-27,UG/L,<,0.04,35.10758333,-118.59172222,MUNICIPAL,300.0,0.0,0.0,USGS,SOSAFP-11,SOSAFP-11
474835,USAWB-01,0.04,ALBUTEROL,2006-11-27,UG/L,<,0.04,34.05890241,-117.27920892,MUNICIPAL,1067.0,497.0,550.0,USGS,USAWB-01,USAWB-01
474851,USAWB-01,0.008,AG,2009-04-20,UG/L,<,0.008,34.05890241,-117.27920892,MUNICIPAL,1067.0,497.0,550.0,USGS,USAWB-01,USAWB-01
474852,USAWB-01,0.008,ALACL,2009-04-20,UG/L,<,0.008,34.05890241,-117.27920892,MUNICIPAL,1067.0,497.0,550.0,USGS,USAWB-01,USAWB-01
474900,CLABCB-02,0.06,ACETAMPHEN,2006-08-15,UG/L,<,0.06,33.86911111,-118.13980556,MUNICIPAL,674.0,602.0,42.0,USGS,CLABCB-02,CLABCB-02
474901,CLABCB-02,0.04,ALBUTEROL,2006-08-15,UG/L,<,0.04,33.86911111,-118.13980556,MUNICIPAL,674.0,602.0,42.0,USGS,CLABCB-02,CLABCB-02
474922,USAWS-20,0.005,ALACL,2007-02-08,UG/L,<,0.005,33.72888889,-116.97986111,MUNICIPAL,696.0,300.0,376.0,USGS,USAWS-20,USAWS-20
474970,S4-TUSK-TLE02,0.02,AG,2015-04-20,UG/L,<,0.02,35.87622222,-119.47816667,MUNICIPAL,1330.0,970.0,40.0,USGS,S4-TUSK-TLE02,S4-TUSK-TLE02
474981,S5-YB-Y33,5.3,AL,2015-12-17,UG/L,,3.0,39.47444444,-121.10575,MUNICIPAL,250.0,0.0,0.0,USGS,S5-YB-Y33,S5-YB-Y33
475052,S10-ESJB-22,3.0,AL,2019-09-12,UG/L,<,3.0,37.77266667,-120.99355556,MUNICIPAL,,,,USGS,S10-ESJB-22,S10-ESJB-22
475070,S-NSF-H27,0.005,AG,2012-08-30,UG/L,,0.005,38.18333333,-122.65,MUNICIPAL,,,,USGS,S-NSF-H27,S-NSF-H27
475090,S-NSF-H38,0.008,ALACL,2012-06-14,UG/L,<,0.008,38.34044444,-122.39172222,MUNICIPAL,,,,USGS,S-NSF-H38,S-NSF-H38
475102,NSFVP-48,0.06,17DIMETHYLX,2004-11-04,UG/L,<,0.06,38.24452778,-122.31980556,MUNICIPAL,200.0,60.0,140.0,USGS,NSFVP-48,NSFVP-48
475112,NSFVP-48,0.1,AG,2007-11-15,UG/L,<,0.1,38.24452778,-122.31980556,MUNICIPAL,200.0,60.0,140.0,USGS,NSFVP-48,NSFVP-48
475144,ESJ-06,0.005,ALACL,2005-01-10,UG/L,<,0.005,38.10113889,-121.28025,MUNICIPAL,403.0,200.0,195.0,USGS,ESJ-06,ESJ-06
475186,ESJ-06,0.02,AG,2014-01-14,UG/L,<,0.02,38.10113889,-121.28025,MUNICIPAL,403.0,200.0,195.0,USGS,ESJ-06,ESJ-06
475199,SSV-QPC-02,0.04,ALBUTEROL,2005-03-16,UG/L,<,0.04,38.68656985,-121.21939278,MUNICIPAL,208.0,0.0,0.0,USGS,SSV-QPC-02,SSV-QPC-02
475341,RICE-14,0.15,ALDICARB,2006-07-26,UG/L,<,0.15,39.49159722,-122.05583611,MUNICIPAL,35.5,25.5,5.0,USGS,RICE-14,RICE-14
475359,ESAC-21,0.06,ACETAMPHEN,2006-07-25,UG/L,<,0.06,39.24502778,-121.95508333,MUNICIPAL,0.0,0.0,0.0,USGS,ESAC-21,ESAC-21
475360,ESAC-21,0.04,ALBUTEROL,2006-07-25,UG/L,<,0.04,39.24502778,-121.95508333,MUNICIPAL,0.0,0.0,0.0,USGS,ESAC-21,ESAC-21
475393,CLABCB-13,3.4,AL,2010-08-23,UG/L,<,3.4,33.94511111,-118.18436111,MUNICIPAL,746.0,610.0,136.0,USGS,CLABCB-13,CLABCB-13
475466,HR-PR-16,0.005,AG,2011-09-21,UG/L,<,0.005,32.65141667,-116.85544444,MUNICIPAL,500.0,0.0,500.0,USGS,HR-PR-16,HR-PR-16
475467,HR-PR-16,0.008,ALACL,2011-09-21,UG/L,<,0.008,32.65141667,-116.85544444,MUNICIPAL,500.0,0.0,500.0,USGS,HR-PR-16,HR-PR-16
475524,S-MS-SV08,2.2,AL,2012-11-05,UG/L,<,2.2,36.66427778,-121.70080556,MUNICIPAL,290.0,258.0,30.0,USGS,S-MS-SV08,S-MS-SV08
475544,S-MS-SV19,0.005,AG,2012-10-30,UG/L,<,0.005,36.66472222,-121.68072222,MUNICIPAL,370.0,355.0,10.0,USGS,S-MS-SV19,S-MS-SV19
475572,S-MS-SV32,2.2,AL,2013-04-25,UG/L,<,2.2,36.55816667,-121.47341667,MUNICIPAL,285.0,0.0,0.0,USGS,S-MS-SV32,S-MS-SV32
475761,TROCK-13,0.04,ALBUTEROL,2007-09-13,UG/L,<,0.04,39.25841667,-120.21091667,MUNICIPAL,102.0,93.0,5.0,USGS,TROCK-13,TROCK-13
475819,MOJOU-05,0.06,17DIMETHYLX,2008-03-13,UG/L,<,0.06,34.50872222,-117.50352778,MUNICIPAL,746.8,730.0,20.0,USGS,MOJOU-05,MOJOU-05
475820,MOJOU-05,0.06,ACETAMPHEN,2008-03-13,UG/L,<,0.06,34.50872222,-117.50352778,MUNICIPAL,746.8,730.0,20.0,USGS,MOJOU-05,MOJOU-05
475821,MOJOU-05,0.1,AG,2008-03-13,UG/L,<,0.1,34.50872222,-117.50352778,MUNICIPAL,746.8,730.0,20.0,USGS,MOJOU-05,MOJOU-05
475830,ANT-49,1.3,AL,2008-03-19,UG/L,<,1.6,34.62136111,-118.11105556,MUNICIPAL,801.0,500.0,301.0,USGS,ANT-49,ANT-49
475831,ANT-49,0.04,ALBUTEROL,2008-03-19,UG/L,<,0.04,34.62136111,-118.11105556,MUNICIPAL,801.0,500.0,301.0,USGS,ANT-49,ANT-49
475861,SCRC-B30,0.02,24D,2008-07-16,UG/L,<,0.02,34.99858333,-120.57127778,MUNICIPAL,418.0,338.0,-338.0,USGS,SCRC-B30,SCRC-B30
475862,SCRC-B30,0.06,ACETAMPHEN,2008-07-16,UG/L,<,0.06,34.99858333,-120.57127778,MUNICIPAL,418.0,338.0,-338.0,USGS,SCRC-B30,SCRC-B30
475863,SCRC-B30,0.12,ALDICARB,2008-07-16,UG/L,<,0.12,34.99858333,-120.57127778,MUNICIPAL,418.0,338.0,-338.0,USGS,SCRC-B30,SCRC-B30
475885,SCRC-H14,0.12,ALDICARB,2008-07-29,UG/L,<,0.12,35.21336111,-120.63655556,MUNICIPAL,300.0,150.0,140.0,USGS,SCRC-H14,SCRC-H14
475907,GIL-11,0.1,AG,2008-08-19,UG/L,<,0.1,37.00102778,-121.52163889,MUNICIPAL,0.0,0.0,0.0,USGS,GIL-11,GIL-11
475922,GILU-03,0.008,ALACL,2008-10-27,UG/L,<,0.008,37.02375,-121.56266667,MUNICIPAL,285.0,225.0,55.0,USGS,GILU-03,GILU-03
475963,SBU-02,0.06,ACETAMPHEN,2011-01-24,UG/L,<,0.06,34.41911111,-119.69455556,MUNICIPAL,780.0,760.0,20.0,USGS,SBU-02,SBU-02
475980,CAMP-QV-15,0.008,ALACL,2010-09-20,UG/L,<,0.008,40.50608333,-121.83219444,MUNICIPAL,150.0,22.0,128.0,USGS,CAMP-QV-15,CAMP-QV-15
476028,S-MS-SV12,0.008,ALACL,2012-11-07,UG/L,<,0.008,36.14202778,-121.10552778,MUNICIPAL,258.0,178.0,80.0,USGS,S-MS-SV12,S-MS-SV12
476046,S-MS-SV12,3.0,AG,2018-01-24,UG/L,<,1.0,36.14202778,-121.10552778,MUNICIPAL,258.0,178.0,80.0,USGS,S-MS-SV12,S-MS-SV12
476157,ANT-13,3.0,AL,2018-05-01,UG/L,<,3.0,34.693475,-117.97192778,MUNICIPAL,600.0,0.0,0.0,USGS,ANT-13,ANT-13
476213,S-NSF-H03,0.008,ALACL,2012-07-16,UG/L,<,0.008,38.55594444,-122.96777778,MUNICIPAL,,,,USGS,S-NSF-H03,S-NSF-H03
476226,ESJMW-01,0.06,ACETAMPHEN,2005-02-01,UG/L,<,0.06,38.00119444,-121.26836111,MUNICIPAL,530.0,500.0,20.0,USGS,ESJMW-01,ESJMW-01
476246,ESJ-11,0.005,ALACL,2005-01-13,UG/L,<,0.005,38.22444444,-121.42222222,MUNICIPAL,245.0,135.0,-135.0,USGS,ESJ-11,ESJ-11
476257,ESJ-11,0.02,AG,2014-02-13,UG/L,<,0.02,38.22444444,-121.42222222,MUNICIPAL,245.0,135.0,-135.0,USGS,ESJ-11,ESJ-11
476291,MSMB-22,1.1,AL,2005-09-19,UG/L,<,1.6,36.90805556,-121.68716667,MUNICIPAL,420.0,300.0,100.0,USGS,MSMB-22,MSMB-22
476310,TMART-01,0.06,17DIMETHYLX,2007-06-25,UG/L,<,0.06,39.35513889,-120.14402778,MUNICIPAL,1132.0,280.0,830.0,USGS,TMART-01,TMART-01
476328,SOSA-22,0.06,17DIMETHYLX,2006-06-15,UG/L,<,0.06,35.89580556,-118.37036111,MUNICIPAL,0.0,0.0,0.0,USGS,SOSA-22,SOSA-22
476351,SOSA-22,0.02,AG,2016-05-19,UG/L,<,0.02,35.89580556,-118.37036111,MUNICIPAL,0.0,0.0,0.0,USGS,SOSA-22,SOSA-22
476362,ESAC-06,0.005,ALACL,2006-07-12,UG/L,<,0.005,39.64427778,-121.72038889,MUNICIPAL,260.0,148.0,112.0,USGS,ESAC-06,ESAC-06
476414,ESAC-FP-07,0.005,ALACL,2006-08-25,UG/L,<,0.005,39.49275,-121.96483333,MUNICIPAL,555.0,0.0,0.0,USGS,ESAC-FP-07,ESAC-FP-07
476454,SFU-07,0.005,ALACL,2007-06-14,UG/L,<,0.005,37.34491667,-121.87466667,MUNICIPAL,560.0,295.0,172.0,USGS,SFU-07,SFU-07
476493,MOJO-16,0.005,AG,2011-03-10,UG/L,<,0.005,34.41055577,-117.30476733,MUNICIPAL,1000.0,515.0,485.0,USGS,MOJO-16,MOJO-16
476526,RED-U-02,0.12,ALDICARB,2008-01-14,UG/L,<,0.12,40.29233333,-122.36105556,MUNICIPAL,261.0,0.0,0.0,USGS,RED-U-02,RED-U-02
476546,RED-17,0.12,ALDICARB,2007-12-05,UG/L,<,0.12,40.41813889,-122.19597222,MUNICIPAL,140.0,140.0,20.0,USGS,RED-17,RED-17
476562,SDWARN-05,0.06,17DIMETHYLX,2004-06-28,UG/L,<,0.06,33.24638889,-116.65147222,MUNICIPAL,743.0,130.0,613.0,USGS,SDWARN-05,SDWARN-05
476584,TRCY-09,0.06,17DIMETHYLX,2005-02-09,UG/L,<,0.06,37.93647222,-121.43297222,MUNICIPAL,0.0,0.0,0.0,USGS,TRCY-09,TRCY-09
476609,ESJ-08,0.06,17DIMETHYLX,2005-01-11,UG/L,<,0.06,37.79963889,-120.97866667,MUNICIPAL,610.0,0.0,0.0,USGS,ESJ-08,ESJ-08
476660,MSMB-40,0.04,ALBUTEROL,2005-08-29,UG/L,<,0.04,36.61627778,-121.56413889,MUNICIPAL,0.0,0.0,0.0,USGS,MSMB-40,MSMB-40
476697,MSSV-16,0.04,ALBUTEROL,2005-09-14,UG/L,<,0.04,36.38913889,-121.36483333,MUNICIPAL,800.0,200.0,590.0,USGS,MSSV-16,MSSV-16
476705,MSSV-16,0.02,AG,2014-09-11,UG/L,<,0.02,36.38913889,-121.36483333,MUNICIPAL,800.0,200.0,590.0,USGS,MSSV-16,MSSV-16
476753,CGOLD-17,0.8,AL,2006-05-25,UG/L,<,1.6,37.25186111,-119.79213889,MUNICIPAL,300.0,200.0,100.0,USGS,CGOLD-17,CGOLD-17
476776,SOSAFP-15,0.005,ALACL,2006-06-28,UG/L,<,0.005,35.12477778,-118.46152778,MUNICIPAL,294.0,114.0,174.0,USGS,SOSAFP-15,SOSAFP-15
476793,MOJO-42,0.06,17DIMETHYLX,2008-03-26,UG/L,<,0.06,34.85755556,-116.79352778,MUNICIPAL,388.0,242.0,-242.0,USGS,MOJO-42,MOJO-42
476819,SIERRA-ML-01,0.1,AG,2008-06-24,UG/L,<,0.1,35.10022222,-118.30902778,MUNICIPAL,130.0,70.0,60.0,USGS,SIERRA-ML-01,SIERRA-ML-01
476830,SCRC-B34,0.02,24D,2008-07-28,UG/L,<,0.02,34.711999999999996,-120.45841667,MUNICIPAL,707.0,542.0,163.0,USGS,SCRC-B34,SCRC-B34
476868,CUYU-04,0.006,ALACL,2008-09-24,UG/L,<,0.006,34.84305556,-119.08827778,MUNICIPAL,0.0,0.0,0.0,USGS,CUYU-04,CUYU-04
476886,NOCO-IN-18,0.008,AG,2009-07-09,UG/L,<,0.008,38.9975,-122.87586111,MUNICIPAL,170.0,50.0,110.0,USGS,NOCO-IN-18,NOCO-IN-18
476925,DM-19,0.008,ALACL,2010-04-14,UG/L,<,0.008,36.83638889,-120.67394444,MUNICIPAL,350.0,250.0,100.0,USGS,DM-19,DM-19
476945,DM-19,2.9,AL,2013-04-02,UG/L,,2.2,36.83638889,-120.67394444,MUNICIPAL,350.0,250.0,100.0,USGS,DM-19,DM-19
477025,HR-SG-16,2.0,AL,2011-07-13,UG/L,<,1.7,34.19516667,-118.02983333,MUNICIPAL,350.0,0.0,0.0,USGS,HR-SG-16,HR-SG-16
477092,D1-NSF-VP20,3.0,AL,2017-07-26,UG/L,<,3.0,38.55661111,-122.72275,MUNICIPAL,157.0,57.0,100.0,USGS,D1-NSF-VP20,D1-NSF-VP20
477093,D1-NSF-VP20,0.008,ALACL,2017-07-26,UG/L,<,0.008,38.55661111,-122.72275,MUNICIPAL,157.0,57.0,100.0,USGS,D1-NSF-VP20,D1-NSF-VP20
477120,DM-13,0.05,AG,2010-03-17,UG/L,<,0.01,36.98266667,-120.82794444,MUNICIPAL,500.0,400.0,100.0,USGS,DM-13,DM-13
477192,S10-ESJB-27,1.0,AG,2019-07-23,UG/L,<,1.0,38.08891667,-121.20122222,MUNICIPAL,,,,USGS,S10-ESJB-27,S10-ESJB-27
477217,S-NSF-H37,0.005,AG,2012-08-23,UG/L,<,0.005,38.39122222,-122.24091667,MUNICIPAL,,,,USGS,S-NSF-H37,S-NSF-H37
477218,S-NSF-H37,16.5,AL,2012-08-23,UG/L,,2.2,38.39122222,-122.24091667,MUNICIPAL,,,,USGS,S-NSF-H37,S-NSF-H37
477231,TRCYFP-03,0.06,17DIMETHYLX,2005-01-05,UG/L,<,0.06,37.75486111,-121.46547222,MUNICIPAL,400.0,0.0,0.0,USGS,TRCYFP-03,TRCYFP-03
477232,TRCYFP-03,2.9,AL,2005-01-05,UG/L,=,4.8,37.75486111,-121.46547222,MUNICIPAL,400.0,0.0,0.0,USGS,TRCYFP-03,TRCYFP-03
477233,TRCYFP-03,0.04,ALBUTEROL,2005-01-05,UG/L,<,0.04,37.75486111,-121.46547222,MUNICIPAL,400.0,0.0,0.0,USGS,TRCYFP-03,TRCYFP-03
477277,MSMB-11,0.008,ALACL,2014-08-20,UG/L,<,0.008,36.77125,-121.75438889,MUNICIPAL,600.0,228.0,372.0,USGS,MSMB-11,MSMB-11
477323,LUB-06,0.008,ALACL,2008-12-08,UG/L,<,0.008,35.26553041,-116.68030789,MUNICIPAL,490.0,220.0,270.0,USGS,LUB-06,LUB-06
477336,LUB-13,0.01,AG,2009-10-08,UG/L,<,0.01,34.44336111,-116.93994444,MUNICIPAL,500.0,100.0,400.0,USGS,LUB-13,LUB-13
477377,WS-08,2.8,AL,2010-06-22,UG/L,=,3.4,36.04356452,-120.01263493,MUNICIPAL,1500.0,592.0,-592.0,USGS,WS-08,WS-08
477388,CAMP-QV-10,2.0,AL,2010-09-13,UG/L,=,3.4,40.62858333,-121.91125,MUNICIPAL,174.0,47.0,127.0,USGS,CAMP-QV-10,CAMP-QV-10
477466,HR-SC-01,2.2,AL,2011-03-28,UG/L,<,1.7,37.55016667,-122.49675,MUNICIPAL,776.0,370.0,406.0,USGS,HR-SC-01,HR-SC-01
477528,S4-TUSK-HLS04,0.02,AG,2014-11-17,UG/L,<,0.02,36.58683333,-119.12155556,MUNICIPAL,100.0,32.0,68.0,USGS,S4-TUSK-HLS04,S4-TUSK-HLS04
477542,S4-TUSK-TLE07,0.02,AG,2015-03-05,UG/L,<,0.02,35.95163889,-119.33197222,MUNICIPAL,400.0,0.0,0.0,USGS,S4-TUSK-TLE07,S4-TUSK-TLE07
477552,"SOSA-15, SIERRA-G-02",0.06,17DIMETHYLX,2006-06-12,UG/L,<,0.06,35.72438889,-118.55202778,MUNICIPAL,0.0,0.0,0.0,USGS,"SOSA-15, SIERRA-G-02","SOSA-15, SIERRA-G-02"
477553,"SOSA-15, SIERRA-G-02",0.04,ALBUTEROL,2006-06-12,UG/L,<,0.04,35.72438889,-118.55202778,MUNICIPAL,0.0,0.0,0.0,USGS,"SOSA-15, SIERRA-G-02","SOSA-15, SIERRA-G-02"
477598,ESAC-28,1.0,AG,2016-10-05,UG/L,<,1.0,39.36655501,-121.69330559,MUNICIPAL,360.0,102.0,258.0,USGS,ESAC-28,ESAC-28
477611,ESAC-31,0.06,17DIMETHYLX,2006-08-07,UG/L,<,0.06,39.34058333,-121.94277778,MUNICIPAL,235.0,0.0,0.0,USGS,ESAC-31,ESAC-31
477612,ESAC-31,0.15,ALDICARB,2006-08-07,UG/L,<,0.15,39.34058333,-121.94277778,MUNICIPAL,235.0,0.0,0.0,USGS,ESAC-31,ESAC-31
477664,SFM-C4,0.06,ACETAMPHEN,2007-05-10,UG/L,<,0.06,37.33672222,-121.86955556,MUNICIPAL,425.0,405.0,20.0,USGS,SFM-C4,SFM-C4
477665,SFM-C4,0.005,ALACL,2007-05-10,UG/L,<,0.005,37.33672222,-121.86955556,MUNICIPAL,425.0,405.0,20.0,USGS,SFM-C4,SFM-C4
477681,SFM-F1,0.06,17DIMETHYLX,2007-06-21,UG/L,<,0.06,37.66781944,-122.15585,MUNICIPAL,1010.0,990.0,20.0,USGS,SFM-F1,SFM-F1
477682,SFM-F1,0.06,ACETAMPHEN,2007-06-21,UG/L,<,0.06,37.66781944,-122.15585,MUNICIPAL,1010.0,990.0,20.0,USGS,SFM-F1,SFM-F1
477706,SFU-01,0.04,24D,2007-06-13,UG/L,<,0.04,37.62386111,-122.40697222,MUNICIPAL,630.0,0.0,0.0,USGS,SFU-01,SFU-01
477707,SFU-01,0.005,ALACL,2007-06-13,UG/L,<,0.005,37.62386111,-122.40697222,MUNICIPAL,630.0,0.0,0.0,USGS,SFU-01,SFU-01
477721,TROCK-03,0.005,ALACL,2007-07-16,UG/L,<,0.005,39.41616667,-120.17625,MUNICIPAL,292.0,232.0,60.0,USGS,TROCK-03,TROCK-03
477739,SFM-A3,0.1,AG,2007-05-22,UG/L,<,0.1,37.71602778,-122.48555556,MUNICIPAL,270.0,240.0,20.0,USGS,SFM-A3,SFM-A3
477740,SFM-A3,1.1,AL,2007-05-22,UG/L,<,1.6,37.71602778,-122.48555556,MUNICIPAL,270.0,240.0,20.0,USGS,SFM-A3,SFM-A3
477798,DM-08,0.05,AG,2010-03-08,UG/L,<,0.01,37.10049861,-121.00742137,MUNICIPAL,260.0,185.0,-185.0,USGS,DM-08,DM-08
477907,CGOLD-13,0.06,ACETAMPHEN,2010-06-14,UG/L,<,0.06,37.20883333,-119.78072222,MUNICIPAL,302.0,60.0,242.0,USGS,CGOLD-13,CGOLD-13
477908,CGOLD-13,0.008,ALACL,2010-06-14,UG/L,<,0.008,37.20883333,-119.78072222,MUNICIPAL,302.0,60.0,242.0,USGS,CGOLD-13,CGOLD-13
477928,CGOLD-13,3.0,AL,2016-05-05,UG/L,<,3.0,37.20883333,-119.78072222,MUNICIPAL,302.0,60.0,242.0,USGS,CGOLD-13,CGOLD-13
477949,SCRV-12,1.2,AL,2007-04-09,UG/L,<,1.6,34.15913889,-119.18788889,MUNICIPAL,1200.0,720.0,460.0,USGS,SCRV-12,SCRV-12
477968,SCRV-12,1.0,AG,2017-08-10,UG/L,<,1.0,34.15913889,-119.18788889,MUNICIPAL,1200.0,720.0,460.0,USGS,SCRV-12,SCRV-12
477985,SF-10,0.04,24D,2007-05-03,UG/L,<,0.04,37.39630556,-122.06772222,MUNICIPAL,680.0,290.0,370.0,USGS,SF-10,SF-10
478013,RED-07,0.06,17DIMETHYLX,2007-10-23,UG/L,<,0.06,40.47963889,-122.27438889,MUNICIPAL,201.0,95.0,100.0,USGS,RED-07,RED-07
478045,NSAC-10,0.02,24D,2007-11-06,UG/L,<,0.02,40.18237745,-122.23860816,MUNICIPAL,300.0,0.0,0.0,USGS,NSAC-10,NSAC-10
478046,NSAC-10,1.6,AL,2007-11-06,UG/L,<,1.6,40.18237745,-122.23860816,MUNICIPAL,300.0,0.0,0.0,USGS,NSAC-10,NSAC-10
478047,NSAC-10,0.12,ALDICARB,2007-11-06,UG/L,<,0.12,40.18237745,-122.23860816,MUNICIPAL,300.0,0.0,0.0,USGS,NSAC-10,NSAC-10
478087,BEAR-S10,3.4,AL,2010-05-04,UG/L,<,3.4,34.23116667,-116.77030556,MUNICIPAL,268.0,160.0,78.0,USGS,BEAR-S10,BEAR-S10
478145,ESJ-19:ESJDD-04,0.1,ACETAMPHEN,2005-02-16,UG/L,<,0.06,37.98855556,-121.30736111,MUNICIPAL,519.0,195.0,300.0,USGS,ESJ-19:ESJDD-04,ESJ-19:ESJDD-04
478146,ESJ-19:ESJDD-04,0.2,AG,2005-02-16,UG/L,<,0.2,37.98855556,-121.30736111,MUNICIPAL,519.0,195.0,300.0,USGS,ESJ-19:ESJDD-04,ESJ-19:ESJDD-04
478165,TRLK-10,1.1,AL,2006-03-27,UG/L,<,1.6,37.56186111,-121.14452778,MUNICIPAL,116.0,72.0,40.0,USGS,TRLK-10,TRLK-10
478184,WSAC-FP-01,0.15,ALDICARB,2006-08-14,UG/L,<,0.15,39.90305556,-122.22455556,MUNICIPAL,580.0,0.0,0.0,USGS,WSAC-FP-01,WSAC-FP-01
478239,NSAC-09,0.02,24D,2007-11-06,UG/L,<,0.02,40.15991667,-122.22630556,MUNICIPAL,510.0,230.0,270.0,USGS,NSAC-09,NSAC-09
478240,NSAC-09,0.006,ALACL,2007-11-06,UG/L,<,0.006,40.15991667,-122.22630556,MUNICIPAL,510.0,230.0,270.0,USGS,NSAC-09,NSAC-09
478262,NSAC-09,0.008,ALACL,2011-01-11,UG/L,<,0.008,40.15991667,-122.22630556,MUNICIPAL,510.0,230.0,270.0,USGS,NSAC-09,NSAC-09
478300,S10-ESJB-03,3.0,AL,2019-08-20,UG/L,<,3.0,38.10391667,-120.90444444,MUNICIPAL,,,,USGS,S10-ESJB-03,S10-ESJB-03
478326,LIV-03,0.1,AG,2008-08-25,UG/L,<,0.1,37.672,-121.87202778,MUNICIPAL,650.0,149.0,501.0,USGS,LIV-03,LIV-03
