,well_id,results,chemical,date,units,qualifer,rl,latitude,longitude,well_type,well_depth_ft,top_of_screen_ft,screen_length_ft,source,source_name,other_names
16529,ED 358,1.0,AG,2003-03-05,UG/L,<,,38.57892231,-120.97946440000001,DOMESTIC,,,,GAMA,ED 358,BRYANT ROAD
16530,ED 358,1.0,AL,2003-03-05,UG/L,<,,38.57892231,-120.97946440000001,DOMESTIC,,,,GAMA,ED 358,BRYANT ROAD
16576,ED 566,86.0,AL,2004-04-27,UG/L,=,,38.771301968,-120.76662045799999,DOMESTIC,,,,GAMA,ED 566,KONA DRIVE
16588,ED 622,1.0,ACE,2004-05-10,UG/L,<,,38.82566003,-121.060023514,DOMESTIC,,,,GAMA,ED 622,BLARNEY WAY
16625,ED 525,1.0,ACE,2004-04-21,UG/L,<,,38.696439239,-120.977877025,DOMESTIC,,,,GAMA,ED 525,LITTLE OAK LANE
16699,ED 509,1.0,AL,2004-04-20,UG/L,<,,38.6687062,-120.83173000000001,DOMESTIC,,,,GAMA,ED 509,DUTCH MINE ROAD
16709,ED 562,1.0,AL,2004-04-29,UG/L,<,,38.816414164,-121.023350531,DOMESTIC,,,,GAMA,ED 562,PILOT VIEW DRIVE
16756,ED 378,1.0,AG,2003-03-17,UG/L,<,,38.58834222,-120.98806770000002,DOMESTIC,,,,GAMA,ED 378,BRYANT ROAD
16769,ED 429,1500.0,AL,2003-04-02,UG/L,=,,38.67448932,-120.7912028,DOMESTIC,,,,GAMA,ED 429,BIG OAK ROAD
16809,ED 591,1.0,ACE,2004-05-07,UG/L,<,,38.593604114,-120.655491689,DOMESTIC,,,,GAMA,ED 591,PERRY CREEK ROAD
16820,ED 610,1.0,AG,2004-05-06,UG/L,<,,38.837590000000006,-121.0256962,DOMESTIC,,,,GAMA,ED 610,PILOT CREEK LANE
16826,ED 674,1.0,ACE,2004-06-03,UG/L,<,,38.637713245,-120.908332718,DOMESTIC,,,,GAMA,ED 674,DESPERATION DRIVE
16885,ED 488,1.0,AG,2003-05-29,UG/L,<,,38.58840066,-120.9560682,DOMESTIC,,,,GAMA,ED 488,TALON DRIVE
16906,ED 600,1.0,AL,2004-05-05,UG/L,<,,38.756820955,-120.77431138799999,DOMESTIC,,,,GAMA,ED 600,ROSE LANE
16945,ED 431,1.0,AG,2003-04-01,UG/L,<,,38.72962332,-120.96385009999999,DOMESTIC,,,,GAMA,ED 431,DEER VALLEY ROAD
17009,ED 627,1.0,AG,2004-05-20,UG/L,<,,38.844892474,-121.025173167,DOMESTIC,,,,GAMA,ED 627,OAK VIEW DRIVE
17018,ED 656,1.0,AG,2004-05-24,UG/L,<,,38.818996999999996,-121.0786876,DOMESTIC,,,,GAMA,ED 656,RATTLESNAKE BAR ROAD
17044,ED 561,1.0,AG,2004-04-22,UG/L,<,,38.878410259,-120.979754877,DOMESTIC,,,,GAMA,ED 561,URBAN RETREAT
17045,ED 561,1.0,AL,2004-04-22,UG/L,<,,38.878410259,-120.979754877,DOMESTIC,,,,GAMA,ED 561,URBAN RETREAT
17058,ED 695,1.0,ACE,2004-06-10,UG/L,<,,39.2164197,-120.97985990000002,DOMESTIC,,,,GAMA,ED 695,Craig Lane
17133,ED 549,1.0,AL,2004-04-12,UG/L,<,,38.863144946999995,-121.02080159,DOMESTIC,,,,GAMA,ED 549,CATECROFT LANE
17175,ED 581,1.0,AG,2004-04-26,UG/L,<,,38.789536493,-120.841172794,DOMESTIC,,,,GAMA,ED 581,STEWART MINE ROAD
17188,ED 678,1.0,AL,2004-06-02,UG/L,<,,38.816018096,-120.78823735700001,DOMESTIC,,,,GAMA,ED 678,TWISTING TRAILS
17221,SD 948,1.0,AG,2009-01-20,UG/L,<,1.0,33.226332842,-116.347572454,DOMESTIC,,,,GAMA,SD 948,SD 948
17260,SD 897,0.5,ALACL,2008-05-29,UG/L,<,0.5,33.38334571,-117.0481767,DOMESTIC,,,,GAMA,SD 897,SD 897
17323,TUL909,0.0,AG,2006-04-19,UG/L,ND,5.0,36.33387583,-119.14606090000002,DOMESTIC,,,,GAMA,TUL909,TUL909
17324,TUL909,72.6,AL,2006-04-19,UG/L,=,20.0,36.33387583,-119.14606090000002,DOMESTIC,,,,GAMA,TUL909,TUL909
17448,TUL924,0.0,AG,2006-04-20,UG/L,ND,5.0,36.37389,-119.03073,DOMESTIC,,,,GAMA,TUL924,TUL924
17479,TUL1044,0.0,AG,2006-06-08,UG/L,ND,5.0,36.38411809,-119.1105855,DOMESTIC,,,,GAMA,TUL1044,TUL1044
17519,TUL1076,0.0,AG,2006-06-15,UG/L,ND,5.0,36.29539232,-119.17432520000001,DOMESTIC,,,,GAMA,TUL1076,TUL1076
17538,TUL1021,0.0,AG,2006-05-23,UG/L,ND,5.0,36.54576956,-119.1970398,DOMESTIC,,,,GAMA,TUL1021,TUL1021
17556,TUL942,44.0,AL,2006-04-25,UG/L,=,20.0,36.094387829294,-119.175868346161,DOMESTIC,,,,GAMA,TUL942,TUL942
17574,TUL991,0.0,AL,2006-05-16,UG/L,ND,20.0,36.25354428,-119.0918844,DOMESTIC,,,,GAMA,TUL991,TUL991
17620,TUL1010,43.7,AL,2006-05-24,UG/L,=,20.0,36.50574822,-119.50171940000001,DOMESTIC,,,,GAMA,TUL1010,TUL1010
17699,TUL969,0.0,AG,2006-05-11,UG/L,ND,5.0,36.45357769,-119.3475065,DOMESTIC,,,,GAMA,TUL969,TUL969
17728,TUL906,0.0,AG,2006-04-18,UG/L,ND,5.0,36.29417391,-119.16826440000001,DOMESTIC,,,,GAMA,TUL906,TUL906
17797,TUL1070,0.0,AL,2006-06-14,UG/L,ND,20.0,36.49355,-119.3367367,DOMESTIC,,,,GAMA,TUL1070,TUL1070
17823,TUL907,77.8,AL,2006-04-18,UG/L,=,20.0,36.38469018,-119.19607649999999,DOMESTIC,,,,GAMA,TUL907,TUL907
17848,TUL902,0.0,AG,2006-04-18,UG/L,ND,5.0,36.29722674,-119.2288034,DOMESTIC,,,,GAMA,TUL902,TUL902
17866,TUL979,0.0,AG,2006-06-06,UG/L,ND,5.0,36.04210678,-118.93685430000001,DOMESTIC,,,,GAMA,TUL979,TUL979
17923,TUL967,0.0,AL,2006-05-10,UG/L,ND,20.0,36.37454611,-119.28509960000001,DOMESTIC,,,,GAMA,TUL967,TUL967
18048,TUL911,81.2,AL,2006-04-19,UG/L,=,20.0,36.40104835,-119.1164732,DOMESTIC,,,,GAMA,TUL911,TUL911
18066,TUL1014,22.1,AL,2006-05-25,UG/L,=,20.0,36.51792053,-119.4581314,DOMESTIC,,,,GAMA,TUL1014,TUL1014
18088,TUL1059,0.0,AL,2006-06-14,UG/L,ND,20.0,36.35667716,-119.06594240000001,DOMESTIC,,,,GAMA,TUL1059,TUL1059
18158,TUL1200,0.0,AG,2006-04-18,UG/L,ND,5.0,36.74597002,-119.66620590000001,DOMESTIC,,,,GAMA,TUL1200,TUL1200
18188,TUL1103,0.0,AG,2006-06-20,UG/L,ND,5.0,36.366886791999995,-119.27750373299999,DOMESTIC,,,,GAMA,TUL1103,TUL1103
18218,TUL986,0.0,AG,2006-05-18,UG/L,ND,5.0,35.96084544,-119.219417,DOMESTIC,,,,GAMA,TUL986,TUL986
18244,TUL903,0.0,AG,2006-04-18,UG/L,ND,5.0,36.32848252,-119.1879456,DOMESTIC,,,,GAMA,TUL903,TUL903
18329,TUL944,73.9,AL,2006-04-27,UG/L,=,20.0,36.08776653,-119.03062620000001,DOMESTIC,,,,GAMA,TUL944,TUL944
18383,TUL940,52.9,AL,2006-04-25,UG/L,=,20.0,36.088,-119.125,DOMESTIC,,,,GAMA,TUL940,TUL940
18423,MON107,20.0,AG,2011-05-04,UG/L,<,0.02,36.80151609,-121.6313172,DOMESTIC,,,,GAMA,MON107,MON107
18456,MON147,5.0,AG,2011-05-26,UG/L,<,5.0,36.52517379,-121.8435087,DOMESTIC,,,,GAMA,MON147,MON147
18471,MON146,5.0,AG,2011-05-26,UG/L,<,5.0,36.56141723,-121.90218130000001,DOMESTIC,,,,GAMA,MON146,MON146
18486,MON154,5.0,ACE,2011-06-08,UG/L,<,5.0,36.52747672,-121.8728331,DOMESTIC,,,,GAMA,MON154,MON154
18549,SD 867,1.0,AG,2008-06-11,UG/L,<,1.0,32.79467448,-116.8410144,DOMESTIC,,,,GAMA,SD 867,SD 867
18582,MON156,5.0,ACE,2011-06-09,UG/L,<,5.0,36.52389119,-121.79088440000001,DOMESTIC,,,,GAMA,MON156,MON156
18593,SD 836,4.32,AL,2008-05-22,UG/L,=,1.0,33.02859457,-116.9469787,DOMESTIC,,,,GAMA,SD 836,SD 836
18637,SD 904,1.0,AG,2008-12-02,UG/L,<,1.0,33.081314729,-116.65905097,DOMESTIC,,,,GAMA,SD 904,SD 904
18715,MON164,5.0,ACE,2011-06-16,UG/L,<,5.0,36.28274401,-121.4587713,DOMESTIC,,,,GAMA,MON164,MON164
18745,MON135,5.0,AG,2011-05-19,UG/L,<,5.0,36.82931392,-121.6966765,DOMESTIC,,,,GAMA,MON135,MON135
18789,MON150,50.0,AL,2011-06-07,UG/L,<,50.0,36.48559369,-121.7370555,DOMESTIC,,,,GAMA,MON150,MON150
18927,MON100,37.7,AL,2011-05-03,UG/L,=,50.0,36.748081400000004,-121.715276,DOMESTIC,,,,GAMA,MON100,MON100
18957,MON129,5.0,ACE,2011-05-17,UG/L,<,5.0,36.8465321,-121.64180490000001,DOMESTIC,,,,GAMA,MON129,MON129
18970,MON109,54.2,AL,2011-05-04,UG/L,=,50.0,36.81445029,-121.64991869999999,DOMESTIC,,,,GAMA,MON109,MON109
18985,MON139,5.0,AG,2011-05-24,UG/L,<,5.0,36.86222554,-121.68481059999999,DOMESTIC,,,,GAMA,MON139,MON139
19008,MON103,50.0,AL,2011-05-03,UG/L,<,50.0,36.78434904,-121.62909920000001,DOMESTIC,,,,GAMA,MON103,MON103
19038,MON113,5.0,ACE,2011-05-05,UG/L,<,5.0,36.79612376,-121.6179618,DOMESTIC,,,,GAMA,MON113,MON113
19052,MON158,200.0,AL,2011-06-14,UG/L,=,50.0,36.58959283,-121.46575630000001,DOMESTIC,,,,GAMA,MON158,MON158
19124,MON123,23.6,AL,2011-05-12,UG/L,=,50.0,36.88421094,-121.72594720000001,DOMESTIC,,,,GAMA,MON123,MON123
19241,SD 932,1.0,AG,2008-12-18,UG/L,<,1.0,33.259703635,-116.800012629,DOMESTIC,,,,GAMA,SD 932,SD 932
19264,MON131,31.8,AL,2011-05-18,UG/L,=,50.0,36.81853412,-121.6193055,DOMESTIC,,,,GAMA,MON131,MON131
19402,MON181,5.0,ACE,2011-06-28,UG/L,<,5.0,36.53706285,-121.8651247,DOMESTIC,,,,GAMA,MON181,MON181
19403,MON181,5.0,AG,2011-06-28,UG/L,<,5.0,36.53706285,-121.8651247,DOMESTIC,,,,GAMA,MON181,MON181
19417,MON124,5.0,ACE,2011-05-12,UG/L,<,5.0,36.88150509,-121.7298382,DOMESTIC,,,,GAMA,MON124,MON124
19418,MON124,23.4,AL,2011-05-12,UG/L,=,50.0,36.88150509,-121.7298382,DOMESTIC,,,,GAMA,MON124,MON124
19442,MON153,5.0,ACE,2011-06-08,UG/L,<,5.0,36.51321491,-121.8280936,DOMESTIC,,,,GAMA,MON153,MON153
19460,SD 915,6.39,AG,2008-12-04,UG/L,=,1.0,33.063093451,-116.602213579,DOMESTIC,,,,GAMA,SD 915,SD 915
19502,MON170,0.0,ACE,2011-06-21,UG/L,ND,5.0,35.99466168,-121.13919059999999,DOMESTIC,,,,GAMA,MON170,MON170
19600,MON140,5.0,ACE,2011-05-24,UG/L,<,5.0,36.85558892,-121.6788456,DOMESTIC,,,,GAMA,MON140,MON140
19601,MON140,5.0,AG,2011-05-24,UG/L,<,5.0,36.85558892,-121.6788456,DOMESTIC,,,,GAMA,MON140,MON140
19629,SD 845,1.0,AL,2008-05-29,UG/L,<,1.0,32.7959385,-116.84678819999999,DOMESTIC,,,,GAMA,SD 845,SD 845
19691,SD 801,1.0,AL,2008-04-29,UG/L,<,1.0,33.02420051,-116.8473041,DOMESTIC,,,,GAMA,SD 801,SD 801
19737,MON125,32.7,AL,2011-05-12,UG/L,=,50.0,36.88169427,-121.7408086,DOMESTIC,,,,GAMA,MON125,MON125
19775,SD 898,1.0,AG,2008-06-10,UG/L,<,1.0,32.99023484,-116.795578,DOMESTIC,,,,GAMA,SD 898,SD 898
19869,SD 818,1.0,AG,2008-05-08,UG/L,<,1.0,33.05430832,-116.88308970000001,DOMESTIC,,,,GAMA,SD 818,SD 818
19881,SD 806,1.0,AG,2008-04-30,UG/L,<,1.0,32.99967286,-116.84379960000001,DOMESTIC,,,,GAMA,SD 806,SD 806
19882,SD 806,1.0,AL,2008-04-30,UG/L,<,1.0,32.99967286,-116.84379960000001,DOMESTIC,,,,GAMA,SD 806,SD 806
19892,SD 859,1.0,AG,2008-06-05,UG/L,<,1.0,32.79852313,-116.85970320000001,DOMESTIC,,,,GAMA,SD 859,SD 859
19893,SD 859,1.0,AL,2008-06-05,UG/L,<,1.0,32.79852313,-116.85970320000001,DOMESTIC,,,,GAMA,SD 859,SD 859
19981,MON157,5.0,AG,2011-06-14,UG/L,<,5.0,36.55236511,-121.4750488,DOMESTIC,,,,GAMA,MON157,MON157
19982,MON157,50.0,AL,2011-06-14,UG/L,<,50.0,36.55236511,-121.4750488,DOMESTIC,,,,GAMA,MON157,MON157
20116,SD 855,1.0,AG,2008-06-04,UG/L,<,1.0,33.3020896,-117.24460990000001,DOMESTIC,,,,GAMA,SD 855,SD 855
20135,SD 912,0.5,ALACL,2008-12-04,UG/L,<,0.5,32.618654735,-116.76130200899999,DOMESTIC,,,,GAMA,SD 912,SD 912
20161,SD 841,1.79,AL,2008-05-27,UG/L,=,1.0,32.87022108,-116.83197140000001,DOMESTIC,,,,GAMA,SD 841,SD 841
20177,SD 905,1.0,AG,2008-12-02,UG/L,<,1.0,33.078335390999996,-116.651001298,DOMESTIC,,,,GAMA,SD 905,SD 905
20244,TUL938,74.7,AL,2006-04-26,UG/L,=,20.0,36.22623617,-119.3770957,DOMESTIC,,,,GAMA,TUL938,TUL938
20353,SD 907,6.56,AG,2008-12-03,UG/L,=,1.0,32.828810069,-116.72809913799999,DOMESTIC,,,,GAMA,SD 907,SD 907
20383,SD 879,1.0,AL,2008-06-17,UG/L,<,1.0,32.86387286,-116.6285652,DOMESTIC,,,,GAMA,SD 879,SD 879
20393,SD 860,1.0,AL,2008-06-05,UG/L,<,1.0,32.95164769,-116.96520459999999,DOMESTIC,,,,GAMA,SD 860,SD 860
20407,SD 842,0.5,ALACL,2008-05-28,UG/L,<,0.5,33.40793137,-117.2744892,DOMESTIC,,,,GAMA,SD 842,SD 842
20506,SD 831,1.0,AL,2008-05-20,UG/L,<,1.0,33.00724108,-116.82312079999998,DOMESTIC,,,,GAMA,SD 831,SD 831
20517,SD 943,1.0,AG,2008-12-18,UG/L,<,1.0,33.203120266,-116.738283835,DOMESTIC,,,,GAMA,SD 943,SD 943
20527,TUL1036,0.0,AG,2006-06-06,UG/L,ND,5.0,36.26441796,-119.2957687,DOMESTIC,,,,GAMA,TUL1036,TUL1036
20541,SD 852,3.11,AL,2008-05-28,UG/L,=,1.0,33.26789061,-117.0754246,DOMESTIC,,,,GAMA,SD 852,SD 852
20572,SD 865,11.1,AL,2008-06-10,UG/L,=,1.0,32.91759865,-116.885605,DOMESTIC,,,,GAMA,SD 865,SD 865
20618,SD 847,0.5,ALACL,2008-05-29,UG/L,<,0.5,33.30199035,-117.26210230000001,DOMESTIC,,,,GAMA,SD 847,SD 847
20628,SD 805,1.0,AG,2008-04-30,UG/L,<,1.0,33.00716669,-116.788182,DOMESTIC,,,,GAMA,SD 805,SD 805
20663,SD 877,1.2,AG,2008-06-17,UG/L,=,1.0,32.84765759,-116.75820630000001,DOMESTIC,,,,GAMA,SD 877,SD 877
20684,TUL1071,0.0,AG,2006-06-13,UG/L,ND,5.0,36.2013942,-119.4384362,DOMESTIC,,,,GAMA,TUL1071,TUL1071
20685,TUL1071,0.0,AL,2006-06-13,UG/L,ND,20.0,36.2013942,-119.4384362,DOMESTIC,,,,GAMA,TUL1071,TUL1071
20699,TUL1055,0.0,AG,2006-06-13,UG/L,ND,5.0,36.20336470000001,-119.4721303,DOMESTIC,,,,GAMA,TUL1055,TUL1055
20779,SD 935,1.0,AG,2008-12-16,UG/L,<,1.0,33.105593468,-116.612956285,DOMESTIC,,,,GAMA,SD 935,SD 935
20812,SD 878,1.0,AG,2008-06-17,UG/L,<,1.0,32.8202305,-116.63812560000001,DOMESTIC,,,,GAMA,SD 878,SD 878
20835,TUL1041,0.0,AG,2006-05-24,UG/L,ND,5.0,35.9507106,-119.25075829999999,DOMESTIC,,,,GAMA,TUL1041,TUL1041
20855,TUL1097,0.0,AG,2006-06-22,UG/L,ND,5.0,36.2238854,-118.810832,DOMESTIC,,,,GAMA,TUL1097,TUL1097
20934,TUL1053,0.0,AG,2006-06-07,UG/L,ND,5.0,36.13271244,-118.86510049999998,DOMESTIC,,,,GAMA,TUL1053,TUL1053
20935,TUL1053,16.7,AL,2006-06-07,UG/L,=,20.0,36.13271244,-118.86510049999998,DOMESTIC,,,,GAMA,TUL1053,TUL1053
20946,SD 861,1.0,AG,2008-06-10,UG/L,<,1.0,32.90611449,-116.9037238,DOMESTIC,,,,GAMA,SD 861,SD 861
20969,TUL1104,0.0,AL,2006-06-22,UG/L,ND,20.0,36.205071200000006,-118.824405,DOMESTIC,,,,GAMA,TUL1104,TUL1104
20981,SD 919,1.0,AG,2008-12-09,UG/L,<,1.0,33.087617494,-117.135862913,DOMESTIC,,,,GAMA,SD 919,SD 919
21068,SD 857,1.0,AG,2008-06-04,UG/L,<,1.0,33.30522649,-117.2359771,DOMESTIC,,,,GAMA,SD 857,SD 857
21132,SD 863,1.0,AG,2008-06-10,UG/L,<,1.0,32.90462654,-116.8780385,DOMESTIC,,,,GAMA,SD 863,SD 863
21207,TUL1015,0.0,AG,2006-05-23,UG/L,ND,5.0,36.54389643,-119.1899783,DOMESTIC,,,,GAMA,TUL1015,TUL1015
21218,TUL1095,0.0,AG,2006-06-21,UG/L,ND,5.0,36.39587955,-118.874590559,DOMESTIC,,,,GAMA,TUL1095,TUL1095
21271,SD 925,15.8,AL,2009-01-21,UG/L,=,1.0,33.076629536999995,-116.609386896,DOMESTIC,,,,GAMA,SD 925,SD 925
21283,SD 891,1.0,AG,2008-06-19,UG/L,<,1.0,32.70428713,-116.2936166,DOMESTIC,,,,GAMA,SD 891,SD 891
21296,SD 846,1.0,AG,2008-05-29,UG/L,<,1.0,33.3290274,-117.2602551,DOMESTIC,,,,GAMA,SD 846,SD 846
21324,TUL1022,0.0,AG,2006-05-24,UG/L,ND,5.0,36.05032889,-119.5311654,DOMESTIC,,,,GAMA,TUL1022,TUL1022
21325,TUL1022,0.0,AL,2006-05-24,UG/L,ND,20.0,36.05032889,-119.5311654,DOMESTIC,,,,GAMA,TUL1022,TUL1022
21345,TUL1033,68.0,AL,2006-05-25,UG/L,=,20.0,36.34451045,-119.45464380000001,DOMESTIC,,,,GAMA,TUL1033,TUL1033
21352,TUL921,68.7,AL,2006-04-20,UG/L,=,20.0,36.38558148,-118.95471850000001,DOMESTIC,,,,GAMA,TUL921,TUL921
21402,TUL1013,0.0,AG,2006-05-24,UG/L,ND,5.0,36.31588167,-119.4336848,DOMESTIC,,,,GAMA,TUL1013,TUL1013
21457,TUL1028,0.0,AG,2006-05-23,UG/L,ND,5.0,36.02674977,-119.2860909,DOMESTIC,,,,GAMA,TUL1028,TUL1028
21538,SD 930,1.0,AL,2008-12-18,UG/L,<,1.0,33.381205875,-116.68933554899999,DOMESTIC,,,,GAMA,SD 930,SD 930
21585,SD 858,1.0,AG,2008-06-05,UG/L,<,1.0,32.78948039,-116.90694640000001,DOMESTIC,,,,GAMA,SD 858,SD 858
21593,SD 937,1.0,AG,2008-12-18,UG/L,<,1.0,33.420303674,-116.829277081,DOMESTIC,,,,GAMA,SD 937,SD 937
21698,SD 839,1.0,AG,2008-05-27,UG/L,<,1.0,32.7550698,-116.9062125,DOMESTIC,,,,GAMA,SD 839,SD 839
21726,TUL949,0.0,AG,2006-04-26,UG/L,ND,5.0,36.14392933,-119.3566631,DOMESTIC,,,,GAMA,TUL949,TUL949
21747,TUL965,0.0,AG,2006-05-10,UG/L,ND,5.0,36.61223085,-119.0121847,DOMESTIC,,,,GAMA,TUL965,TUL965
21754,TUL1000,0.0,AG,2006-05-18,UG/L,ND,5.0,35.99943666,-119.3041281,DOMESTIC,,,,GAMA,TUL1000,TUL1000
21755,TUL1000,77.9,AL,2006-05-18,UG/L,=,20.0,35.99943666,-119.3041281,DOMESTIC,,,,GAMA,TUL1000,TUL1000
21799,TUL1020,24.5,AL,2006-05-25,UG/L,=,20.0,36.36204439,-119.34936189999999,DOMESTIC,,,,GAMA,TUL1020,TUL1020
21818,TEH 849,0.0,ACE,2005-05-18,UG/L,ND,,40.016076419,-122.08950405899999,DOMESTIC,,,,GAMA,TEH 849,Roosevelt Avenue
21819,TEH 849,0.0,AL,2005-05-18,UG/L,ND,,40.016076419,-122.08950405899999,DOMESTIC,,,,GAMA,TEH 849,Roosevelt Avenue
21833,TEH 900,0.0,ACE,2005-05-26,UG/L,ND,,40.0515351,-122.10163999999999,DOMESTIC,,,,GAMA,TEH 900,Fox Street
21834,TEH 900,0.0,AG,2005-05-26,UG/L,ND,,40.0515351,-122.10163999999999,DOMESTIC,,,,GAMA,TEH 900,Fox Street
21875,TEH 841,0.0,ACE,2005-05-17,UG/L,ND,,40.014601831,-122.089238524,DOMESTIC,,,,GAMA,TEH 841,Roosevelt Avenue
22097,TEH 871,0.0,AL,2005-05-24,UG/L,ND,,40.0449987,-122.0995601,DOMESTIC,,,,GAMA,TEH 871,Hwy 99 East
22139,TEH 727,0.0,AG,2005-04-26,UG/L,ND,,40.044052359,-122.107239749,DOMESTIC,,,,GAMA,TEH 727,Butler Street
22166,TEH 867,0.0,ACE,2005-05-26,UG/L,ND,,40.0378661,-122.10678519999999,DOMESTIC,,,,GAMA,TEH 867,Marek Road
22182,TEH 844,0.0,AL,2005-05-19,UG/L,ND,,40.037756402,-122.096930842,DOMESTIC,,,,GAMA,TEH 844,Sherwood Blvd.
22225,TEH 888,0.0,AG,2005-06-02,UG/L,ND,,40.0476586,-122.1056045,DOMESTIC,,,,GAMA,TEH 888,Taft Street
22242,TEH 859,0.0,ACE,2005-05-26,UG/L,ND,,40.014351,-122.09294340000001,DOMESTIC,,,,GAMA,TEH 859,Brandee Lane
22243,TEH 859,0.0,AG,2005-05-26,UG/L,ND,,40.014351,-122.09294340000001,DOMESTIC,,,,GAMA,TEH 859,Brandee Lane
22253,TEH 772,0.0,ACE,2005-06-01,UG/L,ND,,40.0461016,-122.1125366,DOMESTIC,,,,GAMA,TEH 772,Taft Street
22254,TEH 772,0.0,AL,2005-06-01,UG/L,ND,,40.0461016,-122.1125366,DOMESTIC,,,,GAMA,TEH 772,Taft Street
22285,TEH 775,0.0,AL,2005-04-26,UG/L,ND,,40.043691511,-122.10307452299999,DOMESTIC,,,,GAMA,TEH 775,Butler Street
22322,TEH 832,0.0,AG,2005-05-20,UG/L,ND,,40.015631725,-122.09225509299999,DOMESTIC,,,,GAMA,TEH 832,Lee Street
22443,TEH 881,0.0,AG,2005-05-25,UG/L,ND,,40.0364759,-122.1069113,DOMESTIC,,,,GAMA,TEH 881,Marek Road
22492,TEH 823,0.0,ACE,2005-06-02,UG/L,ND,,40.01517466,-122.08779398899999,DOMESTIC,,,,GAMA,TEH 823,Lee Street
22496,TEH 868,0.0,AG,2005-05-24,UG/L,ND,,40.045951,-122.1006662,DOMESTIC,,,,GAMA,TEH 868,Hwy 99 East
22516,TEH 877,0.0,ACE,2005-05-25,UG/L,ND,,40.018096,-122.09077959999999,DOMESTIC,,,,GAMA,TEH 877,Lincoln Street
22517,TEH 877,0.0,AL,2005-05-25,UG/L,ND,,40.018096,-122.09077959999999,DOMESTIC,,,,GAMA,TEH 877,Lincoln Street
22566,TEH 865,0.0,AL,2005-05-26,UG/L,ND,,40.0433381,-122.1131517,DOMESTIC,,,,GAMA,TEH 865,Kellogg Court
22580,TEH 863,0.0,ACE,2005-05-26,UG/L,ND,,40.003736100000005,-122.1052761,DOMESTIC,,,,GAMA,TEH 863,Logans Lane
22667,TEH 836,0.0,ACE,2005-05-19,UG/L,ND,,40.05314801,-122.05965274100001,DOMESTIC,,,,GAMA,TEH 836,Wilson Street
22680,TEH 647,0.0,AL,2005-04-05,UG/L,ND,,40.285312291,-122.43235696100001,DOMESTIC,,,,GAMA,TEH 647,Austin Lane
22708,TEH 770,0.0,AG,2005-04-28,UG/L,ND,,40.251621527,-122.209760476,DOMESTIC,,,,GAMA,TEH 770,Davis Road
22773,TEH 689,0.0,ACE,2005-04-19,UG/L,ND,,40.252205644,-122.213454254,DOMESTIC,,,,GAMA,TEH 689,W. Wallen Road
22786,TEH 700,0.0,AG,2005-04-14,UG/L,ND,,40.341875846,-122.348124197,DOMESTIC,,,,GAMA,TEH 700,Tabitha Court
22805,TEH 750,0.0,AL,2005-04-28,UG/L,ND,,40.259169939,-122.27667002,DOMESTIC,,,,GAMA,TEH 750,Old Mission Drive
22835,TEH 665,0.0,ACE,2005-04-05,UG/L,ND,,40.289124154,-122.425837684,DOMESTIC,,,,GAMA,TEH 665,Austin Lane
22836,TEH 665,0.0,AG,2005-04-05,UG/L,ND,,40.289124154,-122.425837684,DOMESTIC,,,,GAMA,TEH 665,Austin Lane
22851,TEH 682,0.0,ACE,2005-04-15,UG/L,ND,,40.278295236999995,-122.34952497399999,DOMESTIC,,,,GAMA,TEH 682,Centinita Lane
22874,TEH 805,0.0,AL,2005-05-10,UG/L,ND,,40.265629293,-122.25079583899999,DOMESTIC,,,,GAMA,TEH 805,Paul Drive
22941,TEH 670,0.0,ACE,2005-04-12,UG/L,ND,,40.28881672,-122.315780164,DOMESTIC,,,,GAMA,TEH 670,Bodarich Way
22994,TEH 688,0.0,ACE,2005-04-19,UG/L,ND,,40.256646210999996,-122.21265315299999,DOMESTIC,,,,GAMA,TEH 688,W. Wallen Road
23058,TEH 676,0.0,ACE,2005-04-13,UG/L,ND,,40.297926509,-122.273567055,DOMESTIC,,,,GAMA,TEH 676,Snively Road
23059,TEH 676,0.0,AL,2005-04-13,UG/L,ND,,40.297926509,-122.273567055,DOMESTIC,,,,GAMA,TEH 676,Snively Road
23069,TEH 810,0.0,AL,2005-05-11,UG/L,ND,,40.280246407,-122.256264268,DOMESTIC,,,,GAMA,TEH 810,Isaac Drive
23116,TEH 703,0.0,ACE,2005-04-07,UG/L,ND,,40.300555869,-122.41206027,DOMESTIC,,,,GAMA,TEH 703,Carolyn Road
23117,TEH 703,0.0,AG,2005-04-07,UG/L,ND,,40.300555869,-122.41206027,DOMESTIC,,,,GAMA,TEH 703,Carolyn Road
23195,TEH 768,0.0,ACE,2005-05-03,UG/L,ND,,40.238619508,-122.209337085,DOMESTIC,,,,GAMA,TEH 768,China Rapids
23206,TEH 657,0.0,AG,2005-04-06,UG/L,ND,,40.297903239,-122.264553056,DOMESTIC,,,,GAMA,TEH 657,Scenic Drive
23217,TEH 692,0.0,AG,2005-04-13,UG/L,ND,,40.279589299,-122.277507538,DOMESTIC,,,,GAMA,TEH 692,Happy Valley Trail
23391,TEH 678,0.0,ACE,2005-04-12,UG/L,ND,,40.296169317,-122.297258791,DOMESTIC,,,,GAMA,TEH 678,Hooker Creek Road
23392,TEH 678,0.0,AG,2005-04-12,UG/L,ND,,40.296169317,-122.297258791,DOMESTIC,,,,GAMA,TEH 678,Hooker Creek Road
